lon,lat,eez
8,83.5,33181
9,83.5,33181
10,83.5,33181
11,83.5,33181
12,83.5,33181
13,83.5,33181
14,83.5,33181
15,83.5,33181
16,83.5,33181
17,83.5,33181
18,83.5,33181
19,83.5,33181
20,83.5,33181
21,83.5,33181
22,83.5,33181
23,83.5,33181
24,83.5,33181
25,83.5,33181
26,83.5,33181
27,83.5,33181
28,83.5,33181
29,83.5,33181
30,83.5,33181
31,83.5,33181
32,83.5,33181
33,83.5,33181
34,83.5,33181
35,83.5,5690
36,83.5,5690
37,83.5,5690
38,83.5,5690
39,83.5,5690
40,83.5,5690
41,83.5,5690
42,83.5,5690
43,83.5,5690
44,83.5,5690
45,83.5,5690
46,83.5,5690
47,83.5,5690
48,83.5,5690
49,83.5,5690
50,83.5,5690
51,83.5,5690
52,83.5,5690
53,83.5,5690
54,83.5,5690
55,83.5,5690
56,83.5,5690
57,83.5,5690
58,83.5,5690
59,83.5,5690
60,83.5,5690
61,83.5,5690
62,83.5,5690
63,83.5,5690
64,83.5,5690
65,83.5,5690
66,83.5,5690
67,83.5,5690
68,83.5,5690
69,83.5,5690
70,83.5,5690
71,83.5,5690
72,83.5,5690
73,83.5,5690
74,83.5,5690
75,83.5,5690
76,83.5,5690
77,83.5,5690
78,83.5,5690
79,83.5,5690
80,83.5,5690
81,83.5,5690
82,83.5,5690
83,83.5,5690
84,83.5,5690
85,83.5,5690
86,83.5,5690
87,83.5,5690
88,83.5,5690
89,83.5,5690
90,83.5,5690
91,83.5,5690
92,83.5,5690
93,83.5,5690
94,83.5,5690
95,83.5,5690
96,83.5,5690
97,83.5,5690
98,83.5,5690
99,83.5,5690
100,83.5,5690
101,83.5,5690
102,83.5,5690
103,83.5,5690
104,83.5,5690
105,83.5,5690
106,83.5,5690
107,83.5,5690
108,83.5,5690
109,83.5,5690
110,83.5,5690
111,83.5,5690
112,83.5,5690
113,83.5,5690
114,83.5,5690
-116,82.5,8493
-115,82.5,8493
-114,82.5,8493
-113,82.5,8493
-112,82.5,8493
-111,82.5,8493
-110,82.5,8493
-109,82.5,8493
-108,82.5,8493
-107,82.5,8493
-106,82.5,8493
-105,82.5,8493
-104,82.5,8493
-103,82.5,8493
-102,82.5,8493
-101,82.5,8493
-100,82.5,8493
-99,82.5,8493
-98,82.5,8493
-97,82.5,8493
-96,82.5,8493
-95,82.5,8493
-94,82.5,8493
-93,82.5,8493
-92,82.5,8493
-91,82.5,8493
-90,82.5,8493
-89,82.5,8493
-88,82.5,8493
-87,82.5,8493
-86,82.5,8493
-85,82.5,8493
-84,82.5,8493
-83,82.5,8493
-82,82.5,8493
-63,82.5,8493
-62,82.5,8493
-61,82.5,8493
-60,82.5,8493
-59,82.5,8493
-58,82.5,8438
-57,82.5,8438
-56,82.5,8438
-55,82.5,8438
-54,82.5,8438
-53,82.5,8438
-52,82.5,8438
-51,82.5,8438
-50,82.5,8438
-49,82.5,8438
-46,82.5,8438
-41,82.5,8438
-20,82.5,8438
-19,82.5,8438
-18,82.5,8438
-17,82.5,8438
-16,82.5,8438
-15,82.5,8438
-14,82.5,8438
-13,82.5,8438
-12,82.5,8438
-11,82.5,8438
-10,82.5,8438
-9,82.5,8438
-8,82.5,8438
-7,82.5,8438
-6,82.5,8438
-5,82.5,8438
-4,82.5,8438
-3,82.5,8438
-2,82.5,8438
-1,82.5,8438
0,82.5,8438
1,82.5,8438
2,82.5,8438
3,82.5,8438
4,82.5,8438
5,82.5,8438
6,82.5,8438
7,82.5,33181
8,82.5,33181
9,82.5,33181
10,82.5,33181
11,82.5,33181
12,82.5,33181
13,82.5,33181
14,82.5,33181
15,82.5,33181
16,82.5,33181
17,82.5,33181
18,82.5,33181
19,82.5,33181
20,82.5,33181
21,82.5,33181
22,82.5,33181
23,82.5,33181
24,82.5,33181
25,82.5,33181
26,82.5,33181
27,82.5,33181
28,82.5,33181
29,82.5,33181
30,82.5,33181
31,82.5,33181
32,82.5,33181
33,82.5,33181
34,82.5,33181
35,82.5,5690
36,82.5,5690
37,82.5,5690
38,82.5,5690
39,82.5,5690
40,82.5,5690
41,82.5,5690
42,82.5,5690
43,82.5,5690
44,82.5,5690
45,82.5,5690
46,82.5,5690
47,82.5,5690
48,82.5,5690
49,82.5,5690
50,82.5,5690
51,82.5,5690
52,82.5,5690
53,82.5,5690
54,82.5,5690
55,82.5,5690
56,82.5,5690
57,82.5,5690
58,82.5,5690
59,82.5,5690
60,82.5,5690
61,82.5,5690
62,82.5,5690
63,82.5,5690
64,82.5,5690
65,82.5,5690
66,82.5,5690
67,82.5,5690
68,82.5,5690
69,82.5,5690
70,82.5,5690
71,82.5,5690
72,82.5,5690
73,82.5,5690
74,82.5,5690
75,82.5,5690
76,82.5,5690
77,82.5,5690
78,82.5,5690
79,82.5,5690
80,82.5,5690
81,82.5,5690
82,82.5,5690
83,82.5,5690
84,82.5,5690
85,82.5,5690
86,82.5,5690
87,82.5,5690
88,82.5,5690
89,82.5,5690
90,82.5,5690
91,82.5,5690
92,82.5,5690
93,82.5,5690
94,82.5,5690
95,82.5,5690
96,82.5,5690
97,82.5,5690
98,82.5,5690
99,82.5,5690
100,82.5,5690
101,82.5,5690
102,82.5,5690
103,82.5,5690
104,82.5,5690
105,82.5,5690
106,82.5,5690
107,82.5,5690
108,82.5,5690
109,82.5,5690
110,82.5,5690
111,82.5,5690
112,82.5,5690
113,82.5,5690
114,82.5,5690
115,82.5,5690
116,82.5,5690
117,82.5,5690
-122,81.5,8493
-121,81.5,8493
-120,81.5,8493
-119,81.5,8493
-118,81.5,8493
-117,81.5,8493
-116,81.5,8493
-115,81.5,8493
-114,81.5,8493
-113,81.5,8493
-112,81.5,8493
-111,81.5,8493
-110,81.5,8493
-109,81.5,8493
-108,81.5,8493
-107,81.5,8493
-106,81.5,8493
-105,81.5,8493
-104,81.5,8493
-103,81.5,8493
-102,81.5,8493
-101,81.5,8493
-100,81.5,8493
-99,81.5,8493
-98,81.5,8493
-97,81.5,8493
-96,81.5,8493
-95,81.5,8493
-94,81.5,8493
-93,81.5,8493
-92,81.5,8493
-91,81.5,8493
-89,81.5,8493
-66,81.5,8493
-64,81.5,8493
-63,81.5,8438
-62,81.5,8438
-58,81.5,8438
-26,81.5,8438
-21,81.5,8438
-20,81.5,8438
-19,81.5,8438
-18,81.5,8438
-17,81.5,8438
-11,81.5,8438
-10,81.5,8438
-9,81.5,8438
-8,81.5,8438
-7,81.5,8438
-6,81.5,8438
-5,81.5,8438
-4,81.5,8438
-3,81.5,8438
-2,81.5,8438
-1,81.5,8438
0,81.5,8438
1,81.5,8438
2,81.5,8438
3,81.5,33181
4,81.5,33181
5,81.5,33181
6,81.5,33181
7,81.5,33181
8,81.5,33181
9,81.5,33181
10,81.5,33181
11,81.5,33181
12,81.5,33181
13,81.5,33181
14,81.5,33181
15,81.5,33181
16,81.5,33181
17,81.5,33181
18,81.5,33181
19,81.5,33181
20,81.5,33181
21,81.5,33181
22,81.5,33181
23,81.5,33181
24,81.5,33181
25,81.5,33181
26,81.5,33181
27,81.5,33181
28,81.5,33181
29,81.5,33181
30,81.5,33181
31,81.5,33181
32,81.5,33181
33,81.5,33181
34,81.5,33181
35,81.5,5690
36,81.5,5690
37,81.5,5690
38,81.5,5690
39,81.5,5690
40,81.5,5690
41,81.5,5690
42,81.5,5690
43,81.5,5690
44,81.5,5690
45,81.5,5690
46,81.5,5690
47,81.5,5690
48,81.5,5690
49,81.5,5690
50,81.5,5690
51,81.5,5690
52,81.5,5690
53,81.5,5690
54,81.5,5690
55,81.5,5690
56,81.5,5690
58,81.5,5690
59,81.5,5690
60,81.5,5690
61,81.5,5690
62,81.5,5690
63,81.5,5690
64,81.5,5690
65,81.5,5690
66,81.5,5690
67,81.5,5690
68,81.5,5690
69,81.5,5690
70,81.5,5690
71,81.5,5690
72,81.5,5690
73,81.5,5690
74,81.5,5690
75,81.5,5690
76,81.5,5690
77,81.5,5690
78,81.5,5690
79,81.5,5690
80,81.5,5690
81,81.5,5690
82,81.5,5690
83,81.5,5690
84,81.5,5690
85,81.5,5690
86,81.5,5690
87,81.5,5690
88,81.5,5690
89,81.5,5690
90,81.5,5690
91,81.5,5690
92,81.5,5690
93,81.5,5690
94,81.5,5690
95,81.5,5690
96,81.5,5690
97,81.5,5690
98,81.5,5690
99,81.5,5690
100,81.5,5690
101,81.5,5690
102,81.5,5690
103,81.5,5690
104,81.5,5690
105,81.5,5690
106,81.5,5690
107,81.5,5690
108,81.5,5690
109,81.5,5690
110,81.5,5690
111,81.5,5690
112,81.5,5690
113,81.5,5690
114,81.5,5690
115,81.5,5690
116,81.5,5690
117,81.5,5690
118,81.5,5690
119,81.5,5690
-128,80.5,8493
-127,80.5,8493
-126,80.5,8493
-125,80.5,8493
-124,80.5,8493
-123,80.5,8493
-122,80.5,8493
-121,80.5,8493
-120,80.5,8493
-119,80.5,8493
-118,80.5,8493
-117,80.5,8493
-116,80.5,8493
-115,80.5,8493
-114,80.5,8493
-113,80.5,8493
-112,80.5,8493
-111,80.5,8493
-110,80.5,8493
-109,80.5,8493
-108,80.5,8493
-107,80.5,8493
-106,80.5,8493
-105,80.5,8493
-104,80.5,8493
-103,80.5,8493
-102,80.5,8493
-101,80.5,8493
-100,80.5,8493
-99,80.5,8493
-98,80.5,8493
-97,80.5,8493
-96,80.5,8493
-89,80.5,8493
-88,80.5,8493
-87,80.5,8493
-86,80.5,8493
-85,80.5,8493
-84,80.5,8493
-83,80.5,8493
-82,80.5,8493
-81,80.5,8493
-69,80.5,8493
-68,80.5,8438
-67,80.5,8438
-18,80.5,8438
-16,80.5,8438
-15,80.5,8438
-14,80.5,8438
-13,80.5,8438
-12,80.5,8438
-11,80.5,8438
-10,80.5,8438
-9,80.5,8438
-8,80.5,8438
-7,80.5,8438
-6,80.5,8438
-5,80.5,8438
-4,80.5,8438
-3,80.5,8438
-2,80.5,8438
-1,80.5,8438
0,80.5,8438
1,80.5,33181
2,80.5,33181
3,80.5,33181
4,80.5,33181
5,80.5,33181
6,80.5,33181
7,80.5,33181
8,80.5,33181
9,80.5,33181
10,80.5,33181
11,80.5,33181
12,80.5,33181
13,80.5,33181
14,80.5,33181
15,80.5,33181
16,80.5,33181
17,80.5,33181
18,80.5,33181
19,80.5,33181
21,80.5,33181
22,80.5,33181
23,80.5,33181
24,80.5,33181
25,80.5,33181
26,80.5,33181
27,80.5,33181
28,80.5,33181
29,80.5,33181
30,80.5,33181
31,80.5,33181
32,80.5,33181
33,80.5,33181
34,80.5,33181
35,80.5,5690
36,80.5,5690
37,80.5,5690
38,80.5,5690
39,80.5,5690
40,80.5,5690
41,80.5,5690
42,80.5,5690
43,80.5,5690
44,80.5,5690
45,80.5,5690
46,80.5,5690
47,80.5,5690
51,80.5,5690
52,80.5,5690
53,80.5,5690
56,80.5,5690
57,80.5,5690
58,80.5,5690
59,80.5,5690
62,80.5,5690
63,80.5,5690
64,80.5,5690
65,80.5,5690
66,80.5,5690
67,80.5,5690
68,80.5,5690
69,80.5,5690
70,80.5,5690
71,80.5,5690
72,80.5,5690
73,80.5,5690
74,80.5,5690
75,80.5,5690
76,80.5,5690
77,80.5,5690
78,80.5,5690
79,80.5,5690
80,80.5,5690
81,80.5,5690
82,80.5,5690
83,80.5,5690
84,80.5,5690
85,80.5,5690
86,80.5,5690
87,80.5,5690
88,80.5,5690
89,80.5,5690
90,80.5,5690
91,80.5,5690
92,80.5,5690
98,80.5,5690
99,80.5,5690
100,80.5,5690
101,80.5,5690
102,80.5,5690
103,80.5,5690
104,80.5,5690
105,80.5,5690
106,80.5,5690
107,80.5,5690
108,80.5,5690
109,80.5,5690
110,80.5,5690
111,80.5,5690
112,80.5,5690
113,80.5,5690
114,80.5,5690
115,80.5,5690
116,80.5,5690
117,80.5,5690
118,80.5,5690
119,80.5,5690
120,80.5,5690
121,80.5,5690
-131,79.5,8493
-130,79.5,8493
-129,79.5,8493
-128,79.5,8493
-127,79.5,8493
-126,79.5,8493
-125,79.5,8493
-124,79.5,8493
-123,79.5,8493
-122,79.5,8493
-121,79.5,8493
-120,79.5,8493
-119,79.5,8493
-118,79.5,8493
-117,79.5,8493
-116,79.5,8493
-115,79.5,8493
-114,79.5,8493
-113,79.5,8493
-112,79.5,8493
-111,79.5,8493
-110,79.5,8493
-109,79.5,8493
-108,79.5,8493
-107,79.5,8493
-106,79.5,8493
-105,79.5,8493
-104,79.5,8493
-103,79.5,8493
-102,79.5,8493
-101,79.5,8493
-100,79.5,8493
-99,79.5,8493
-98,79.5,8493
-97,79.5,8493
-96,79.5,8493
-86,79.5,8493
-85,79.5,8493
-77,79.5,8493
-73,79.5,8493
-72,79.5,8493
-71,79.5,8493
-70,79.5,8493
-69,79.5,8438
-68,79.5,8438
-67,79.5,8438
-66,79.5,8438
-65,79.5,8438
-19,79.5,8438
-18,79.5,8438
-17,79.5,8438
-16,79.5,8438
-15,79.5,8438
-14,79.5,8438
-13,79.5,8438
-12,79.5,8438
-11,79.5,8438
-10,79.5,8438
-9,79.5,8438
-8,79.5,8438
-7,79.5,8438
-6,79.5,8438
-5,79.5,8438
-4,79.5,8438
-3,79.5,8438
-2,79.5,33181
-1,79.5,33181
0,79.5,33181
1,79.5,33181
2,79.5,33181
3,79.5,33181
4,79.5,33181
5,79.5,33181
6,79.5,33181
7,79.5,33181
8,79.5,33181
9,79.5,33181
10,79.5,33181
18,79.5,33181
19,79.5,33181
26,79.5,33181
27,79.5,33181
28,79.5,33181
29,79.5,33181
30,79.5,33181
31,79.5,33181
32,79.5,33181
33,79.5,33181
34,79.5,33181
35,79.5,5690
36,79.5,5690
37,79.5,5690
38,79.5,5690
39,79.5,5690
40,79.5,5690
41,79.5,5690
42,79.5,5690
43,79.5,5690
44,79.5,5690
45,79.5,5690
46,79.5,5690
47,79.5,5690
48,79.5,5690
49,79.5,5690
50,79.5,5690
51,79.5,5690
52,79.5,5690
53,79.5,5690
54,79.5,5690
55,79.5,5690
56,79.5,5690
57,79.5,5690
58,79.5,5690
59,79.5,5690
60,79.5,5690
61,79.5,5690
62,79.5,5690
63,79.5,5690
64,79.5,5690
65,79.5,5690
66,79.5,5690
67,79.5,5690
68,79.5,5690
69,79.5,5690
70,79.5,5690
71,79.5,5690
72,79.5,5690
73,79.5,5690
74,79.5,5690
75,79.5,5690
76,79.5,5690
78,79.5,5690
79,79.5,5690
80,79.5,5690
81,79.5,5690
82,79.5,5690
83,79.5,5690
84,79.5,5690
85,79.5,5690
86,79.5,5690
87,79.5,5690
88,79.5,5690
89,79.5,5690
90,79.5,5690
91,79.5,5690
92,79.5,5690
93,79.5,5690
100,79.5,5690
101,79.5,5690
102,79.5,5690
103,79.5,5690
104,79.5,5690
105,79.5,5690
106,79.5,5690
107,79.5,5690
108,79.5,5690
109,79.5,5690
110,79.5,5690
111,79.5,5690
112,79.5,5690
113,79.5,5690
114,79.5,5690
115,79.5,5690
116,79.5,5690
117,79.5,5690
118,79.5,5690
119,79.5,5690
120,79.5,5690
121,79.5,5690
122,79.5,5690
123,79.5,5690
137,79.5,5690
138,79.5,5690
139,79.5,5690
140,79.5,5690
141,79.5,5690
142,79.5,5690
143,79.5,5690
144,79.5,5690
145,79.5,5690
146,79.5,5690
147,79.5,5690
148,79.5,5690
149,79.5,5690
150,79.5,5690
151,79.5,5690
152,79.5,5690
153,79.5,5690
154,79.5,5690
155,79.5,5690
156,79.5,5690
157,79.5,5690
158,79.5,5690
159,79.5,5690
160,79.5,5690
161,79.5,5690
162,79.5,5690
163,79.5,5690
164,79.5,5690
165,79.5,5690
166,79.5,5690
167,79.5,5690
168,79.5,5690
-134,78.5,8493
-133,78.5,8493
-132,78.5,8493
-131,78.5,8493
-130,78.5,8493
-129,78.5,8493
-128,78.5,8493
-127,78.5,8493
-126,78.5,8493
-125,78.5,8493
-124,78.5,8493
-123,78.5,8493
-122,78.5,8493
-121,78.5,8493
-120,78.5,8493
-119,78.5,8493
-118,78.5,8493
-117,78.5,8493
-116,78.5,8493
-115,78.5,8493
-114,78.5,8493
-113,78.5,8493
-109,78.5,8493
-108,78.5,8493
-107,78.5,8493
-106,78.5,8493
-99,78.5,8493
-96,78.5,8493
-95,78.5,8493
-94,78.5,8493
-93,78.5,8493
-90,78.5,8493
-76,78.5,8493
-75,78.5,8493
-74,78.5,8493
-73,78.5,8438
-21,78.5,8438
-20,78.5,8438
-19,78.5,8438
-18,78.5,8438
-17,78.5,8438
-16,78.5,8438
-15,78.5,8438
-14,78.5,8438
-13,78.5,8438
-12,78.5,8438
-11,78.5,8438
-10,78.5,8438
-9,78.5,8438
-8,78.5,8438
-7,78.5,8438
-6,78.5,8438
-5,78.5,8438
-4,78.5,8438
-3,78.5,33181
-2,78.5,33181
-1,78.5,33181
0,78.5,33181
1,78.5,33181
2,78.5,33181
3,78.5,33181
4,78.5,33181
5,78.5,33181
6,78.5,33181
7,78.5,33181
8,78.5,33181
9,78.5,33181
10,78.5,33181
12,78.5,33181
15,78.5,33181
19,78.5,33181
20,78.5,33181
23,78.5,33181
24,78.5,33181
25,78.5,33181
26,78.5,33181
27,78.5,33181
28,78.5,33181
29,78.5,33181
30,78.5,33181
31,78.5,33181
32,78.5,33181
33,78.5,33181
34,78.5,33181
35,78.5,33181
36,78.5,33181
37,78.5,33181
38,78.5,5690
39,78.5,5690
40,78.5,5690
41,78.5,5690
42,78.5,5690
43,78.5,5690
44,78.5,5690
45,78.5,5690
46,78.5,5690
47,78.5,5690
48,78.5,5690
49,78.5,5690
50,78.5,5690
51,78.5,5690
52,78.5,5690
53,78.5,5690
54,78.5,5690
55,78.5,5690
56,78.5,5690
57,78.5,5690
58,78.5,5690
59,78.5,5690
60,78.5,5690
61,78.5,5690
62,78.5,5690
63,78.5,5690
64,78.5,5690
65,78.5,5690
66,78.5,5690
67,78.5,5690
68,78.5,5690
69,78.5,5690
70,78.5,5690
71,78.5,5690
72,78.5,5690
73,78.5,5690
74,78.5,5690
75,78.5,5690
76,78.5,5690
77,78.5,5690
78,78.5,5690
79,78.5,5690
80,78.5,5690
81,78.5,5690
82,78.5,5690
83,78.5,5690
84,78.5,5690
85,78.5,5690
86,78.5,5690
87,78.5,5690
88,78.5,5690
89,78.5,5690
90,78.5,5690
91,78.5,5690
92,78.5,5690
93,78.5,5690
94,78.5,5690
95,78.5,5690
96,78.5,5690
97,78.5,5690
98,78.5,5690
99,78.5,5690
100,78.5,5690
106,78.5,5690
107,78.5,5690
108,78.5,5690
109,78.5,5690
110,78.5,5690
111,78.5,5690
112,78.5,5690
113,78.5,5690
114,78.5,5690
115,78.5,5690
116,78.5,5690
117,78.5,5690
118,78.5,5690
119,78.5,5690
120,78.5,5690
121,78.5,5690
122,78.5,5690
123,78.5,5690
124,78.5,5690
125,78.5,5690
127,78.5,5690
128,78.5,5690
129,78.5,5690
130,78.5,5690
131,78.5,5690
132,78.5,5690
133,78.5,5690
134,78.5,5690
135,78.5,5690
136,78.5,5690
137,78.5,5690
138,78.5,5690
139,78.5,5690
140,78.5,5690
141,78.5,5690
142,78.5,5690
143,78.5,5690
144,78.5,5690
145,78.5,5690
146,78.5,5690
147,78.5,5690
148,78.5,5690
149,78.5,5690
150,78.5,5690
151,78.5,5690
152,78.5,5690
153,78.5,5690
154,78.5,5690
155,78.5,5690
156,78.5,5690
157,78.5,5690
